Code postal,departement,dep_nom,Nom de la structure,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
44660,44,Loire-Atlantique,Bibliothèque de Fercé,9 Rue de la Mairie 44660 Fercé,240287553,https://castelbriantais.e-sezhame.fr/node/content/nid/14366,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44670,44,Loire-Atlantique,Bibliothèque Juigné-des-Moutiers,15 Chemin des écoliers 44670 Juigné-des-Moutiers,02 28 04 09 34,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44670,44,Loire-Atlantique,Bibliothèque La chapelle glain,Saint-René 44670 La Chapelle-Glain,240810333,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44670,44,Loire-Atlantique,Bibliothèque Petit auverné,7 Rue Sophie Trébuchet 44670 Petit-Auverné,02 40 07 79 76,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44670,44,Loire-Atlantique,Blibliothèque Saint-Julien-de-Vouvantes,39 Rue de la Libération 44670 Saint-Julien-de-Vouvantes,240072476,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44670,44,Loire-Atlantique,Relais Accueil Proximité Petit auverné,7 Rue Sophie Trébuchet 44670 Petit-Auverné,240555932,http://www.rap-relais-accueil-proximite.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,CondP,,,,,
44680,44,Loire-Atlantique,Cybercentre du Pays de Retz,1 Rue de Bazouin 44680 Sainte-Pazanne,,http://annuaire.mediation-numerique.fr/epn_376.html,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
44680,44,Loire-Atlantique,Point Information Jeunesse,1 Rue de Bazouin 44680 Sainte-Pazanne,240026863,http://www.animationjeunesse.coeurpaysderetz.fr,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44680,44,Loire-Atlantique,Bibliothèque A Livre Ouvert,32 Avenue de la Source 44680 Sainte-Pazanne,240026913,http://www.bibliotheque-sainte-pazanne.net/,,,,,,,gratuit,G,gratuit : étudiants et demandeurs d'emploi,,,,
44680,44,Loire-Atlantique,Bibliothèque Les Mots Passants,3 BIS Rue de la Bonne Fontaine 44680 Saint-Hilaire-de-Chalôns,240317330,http://www.saint-hilaire-de-chaleons.fr/biliotheque-2/,,,,,,,gratuit,G,,,,,
44680,44,Loire-Atlantique,Mairie Sainte Pazanne,10 Rue de l'Hôtel de Ville 44680 Sainte-Pazanne,240024374,http://www.sainte-pazanne.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44680,44,Loire-Atlantique,Centre Médico-Social,11 Rue de l'Auditoire 44680 Sainte-Pazanne,228250980,https://www.loire-atlantique.fr/jcms/classement-des-contenus/lieux/selectionner-un-theme/enfance-famille/grossesse-et-conseils-aux-futurs-parents/espace-departemental-des-solidarites-pornic-sainte-pazanne-site-de-sainte-pazanne-fr-t1_11258,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44700,44,Loire-Atlantique,Bibliothèque municipales d'Orvault,2 Promenade de l'Europe 44700 Orvault,02 51 78 98 60,http://www.bibliotheques-orvault.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44710,44,Loire-Atlantique,Anim'Action,27 Rue de Pornic 44710 Port-Saint-Père,240315318,http://www.animaction.asso.fr/,,,,,,,Gratuit ou prix réduit,CondP,,,,,
44710,44,Loire-Atlantique,"Médiathèque Municipale ""Livres y Médias""",2 Rue de la Morinière 44710 Port-Saint-Père,240217827,https//www.saintpereenretz.fr/bouger/culture/mediatheque.html,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44720,44,Loire-Atlantique,Bibliothèque Louise Michel,77 Rue Joliot Curie 44720 Saint-Joachim,240616922,http://stjoachim.opac3d.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44720,44,Loire-Atlantique,Start'Air Jeunes Saint-Joachim,Ile de Brecun 44720 Saint-Joachim,,http://www.startair.fr/saint-joachim,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",Habitant de Saint-Joachim,CondP,,Tp,,,
44730,44,Loire-Atlantique,Médiathèque Lettres de mon Moulin,22 BIS Rue du Redois 44730 Saint-Michel-Chef-Chef,240278630,http://www.stmichelchefchef.fr/mediatheque,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44740,44,Loire-Atlantique,Médiathèque de Batz-sur-Mer,11 Rue de la Plage 44740 Batz-sur-Mer,240238951,http://www.mediatheque.batzsurmer.fr,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44750,44,Loire-Atlantique,Médiathèque de Campbon,Rue Saint-Victor 44750 Campbon,228018310,http://www.mediatheques.estuaire-sillon.fr/campbon,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44750,44,Loire-Atlantique,Médiathèque de Quilly,Rue de la Mairie 44750 Quilly,970210889,http://www.mediatheques.estuaire-sillon.fr/quilly,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44760,44,Loire-Atlantique,Bibliothèque municipale Raymond Devos,Rue des Lutins 44760 Les Moutiers-en-Retz,240827577,https://www.mairie-lesmoutiersenretz.fr/la-bibliotheque/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44780,44,Loire-Atlantique,Bibliothèque de Missillac,4 Rue Fontaine Saint-Jean 44780 Missillac,240193231,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-missillac-2,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44800,44,Loire-Atlantique,Service de la vie associative et de l’action socioculturelle,15 rue d'Arras 44800 Saint-Herblain,,https://www.saint-herblain.fr/Services-et-demarches/Associations-et-festivites/Initiation-au-numerique-dans-les-cybercentres,,cybercentres@saint-herblain.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",gratuit,G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
44800,44,Loire-Atlantique,Maison de l'emploi Saint Herblain Sillon,5 BIS Avenue de l'Angevinière 44800 Saint-Herblain,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
44850,44,Loire-Atlantique,Bibliothèque Saint Exupery,40 Rue de Vieillevigne 44850 Ligné,251122611,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
44850,44,Loire-Atlantique,Médiathèque Claire Brété cher,62 Rue de Bel-Air 44850 Le Cellier,240254482,http://bibliofil.pays-ancenis.fr/,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",gratuit,G,,,,,
49000,49,Maine-et-Loire,Cybercentre de la Roseraie,8 Square Dumont d'Urville 49000 Angers,,http://www.terre-des-sciences.fr/multimedia/les-cybercentres/le-cybercentre-de-la-roseraie/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49000,49,Maine-et-Loire,Espace multimédia - Centre J. Tati,5 Rue Eugénie Mansion 49000 Angers,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49080,49,Maine-et-Loire,Médiathèque de Bouchemaine,2 Place de l'Abbé Thomas 49080 Bouchemaine,,http://www.mediatheque-bouchemaine.fr/index.php/loffre-numerique,,,Espace de lecture et d'accès numérique.,"LeAc
CuNu","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49100,49,Maine-et-Loire,Association des Foyers Angevins de Jeunes Travailleurs,7 Rue de Haarlem 49100 Angers,02 41 43 70 90,aucun,,rjtmonplaisir@wanadoo.fr,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49100,49,Maine-et-Loire,Cybercentre Angers Nord Est,24 Cité du Daguenet 49100 Angers,,aucun,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49100,49,Maine-et-Loire,AMBIANCES Multimedia,10 Rue Bodinier 49100 Angers,,,,,,,,,,,,,,,
49100,49,Maine-et-Loire,Espace Multimédia La Claverie,Rue de Bourgogne 49100 Angers,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49112,49,Maine-et-Loire,Association Pellouaillaise Loisirs Animation-PIJ,21 Place de l'échanson (Pellouailles-les-Vignes) 49112 Verrières-en-Anjou,02 41 76 19 15,http://asso-apla.fr/,,accueil@asso-apla.fr,,,,,,,,,,,
49120,49,Maine-et-Loire,Association Centre social du chemillois,5 Rue de la Gabardière 49120 Chemillé-en-Anjou,O2 41 30 50 55,https://bocal.csc49.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Gratuit-Payant,"CondP
G",Jeunes-Adultes-Personnes âgées-famille/enfant,Tp,,,
49120,49,Maine-et-Loire,Maison de services au public,5 Rue de la Gabardière (Chemillé-Melay) 49120 Chemillé-en-Anjou,,https://bocal.csc49.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
Culture FabLab
Conseils","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu
CuFa
Co","Initiations
Formation individuelles
Formations collectives
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49123,49,Maine-et-Loire,Maison de services au public,6 Rue Michel (Ingrandes) 49123 Ingrandes-Le Fresne sur Loire,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49140,49,Maine-et-Loire,Bibliothèque Croq'Livres,5 rue St Jacques - 49140 Bauné - Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.","P
CondP",Tous publics,Tp,Demande d'éligibilité en cours,27/02/2029,
49150,49,Maine-et-Loire,Centre sociale Espace Baugeois,Square du Pont des Fées 49150 Baugé-en-Anjou,02 41 89 84 00,www.espacebaugeois.org,,cybercentre@espacebaugeois.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",Payant à coût solidaire,CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,05/02/2020,
49150,49,Maine-et-Loire,Maison de services au public,15 Avenue Legoulz de la Boulaie 49150 Baugé-en-Anjou,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49 150,49,Maine-et-Loire,Centre Social Espace Baugeois,"Cybercentre
Centre social ESPACE Baugeois
Square du Pont des Fées
Commune déléguée de Baugé
49150 Baugé-en-Anjou",241 898 400,https://espacebaugeois.org ,Morin Laurent,cybercentre@espacebaugeois.org,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Adhésion familiale de 3€  obligatoire au Centre social dès la 2ème visite  valable du 1er septembre au 31 août (année scolaire).
Accès au Cybercentre :
- Utilisation gratuite pour toute démarche de recherches d'emploi (hors impression) ;
- Utilisation gratuite pour toute démarche de recherches d'emploi (hors impression) ;
- Sans abonnement  le tarif horaire est d'1 5 €/heure pour l'accès libre aux postes  accompagnement individuel  conseils;
- Avec abonnement à 18 € (9 € au 1er février)  l'accès libre devient illimité sur l'année ;
- Avec abonnement de 27 € (14 € au 1er février)  l'accès libre et le 
nombre de participation aux ateliers sont illimités sur l'année ;
- Pas de tarif unique pour la seule participation aux ateliers.
- Impressions en supplément à partir de 5 centimes par page en noir.",CondP,,,Non,27/02/2020,
49160,49,Maine-et-Loire,Place du Maréchal Leclerc 49160 Longué-Jumelles,Place du Maréchal Leclerc 49160 Longué-Jumelles,,,,,,,,,,,,,,,
49170,49,Maine-et-Loire,Cyb'@njou,5 Rue de Savennières 49170 Saint-Georges-sur-Loire,,https://cybanjou.org/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49250,49,Maine-et-Loire,Point Cyb /Bibliothèque Mathu’Lu,Passage des Grandes Bottes (Saint-Mathurin-sur-Loire) 49250 Loire-Authion,241570976,http://www.loire-authion.fr/cybercentres-multimedia,Boris au 06 43 12 33 96Jean-Marie au 06 48 37 40 72,vlan@aidal.fr,Culture numérique,CuNu,Accompagnements collectifs,AcCo,,,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,,,
49250,49,Maine-et-Loire,Point Cyb LA MéNITRé,10 Place du Colonel Léon Faye 49250 La Ménitré,,,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49250,49,Maine-et-Loire,Syndicat mixte Loire-Authion,1 Boulevard du Rempart (Beaufort-en-Vallée) 49250 Beaufort-en-Anjou,,,,,,,,,,,,,,,
49250,49,Maine-et-Loire,Bibliothèque Mathu'Lu,Passage des Grandes Bottes - 49250 Saint Mathurin-sur-Loire- Loire-Authion,783 981 854,www.aicla.fr ,CADI Maxime,vlan@aicla.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Initiations / Formations :
Adhésion obligatoire :
15€/an/familles de Loire-Authion
20€/an/familles hors Loire-Authion
30€/an pour les associations (avec une liste des membres actifs ou bénéficiaires).
10€/an/individuel pour les + 60 ans
Tarif Activité  se renseigner auprès de l'animateur.",CondP,Tous publics,Tp,Demande d'éligibilité en cours,27/02/2028,
49260,49,Maine-et-Loire,Centre Social Déclic-PIJ,362 Rue du Général de Gaulle 49260 Montreuil-Bellay,,http://annuaire.mediation-numerique.fr/epn_3305.html,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49260,49,Maine-et-Loire,"Centre social et culturel intercommunal Roland Charrier
",139 Rue d'Anjou 49260 Montreuil-Bellay,,https://csc-rolandcharrier.centres-sociaux.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49270,49,Maine-et-Loire,Centre Socioculturel Rives de Loire,20 Rue Jfa Chenouard (Drain) 49270 Orée d'Anjou,02 40 98 26 76,https://fr-fr.facebook.com/Centre-socioculturel-Rives-de-Loire-501447309944512/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49290,49,Maine-et-Loire,Trainà,4 Rue des Poilus 49290 Chalonnes-sur-Loire,,,,,,,,,,,,,,,
49300,49,Maine-et-Loire,Centre social et socioculturel Horizon,4 Allée des Aigles 49300 Cholet,02 41 65 13 88,http://centresocial-horizon.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49300,49,Maine-et-Loire,Centre Social du Verger,Rue du Bois Régnier 49300 Cholet,,https://cs-leverger.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49300,49,Maine-et-Loire,Espace Jeunesse / CIJ,Rue Saint-Bonaventure 49300 Cholet,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49310,49,Maine-et-Loire,Lys-Haut-Layon,10 Place Charles de Gaulle (Vihiers) 49310 Lys-Haut-Layon,,,,,,,,,,,,,,,
49310,49,Maine-et-Loire,VIHIERS - Centre socio-culturel le Coin de la Rue,2 Rue du Comte de Champagny (Vihiers) 49310 Lys-Haut-Layon,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49320,49,Maine-et-Loire,EMILA de Brissac-Quincé / Réseau ERN,3 Rue du Marin (Brissac-Quincé) 49320 Brissac Loire Aubance,,,,,,,,,,,,,,,
49320,49,Maine-et-Loire,EMILA de Vauchrétien,Rue Principale (Vauchrétien) 49320 Brissac Loire Aubance,,,,,,,,,,,,,,,
49330,49,Maine-et-Loire,Cybercentre Haut Anjou,Allée de la Passion Champigné 49330 Les Hauts d'Anjou,,http://cybercentrehautanjou.fr/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49330,49,Maine-et-Loire,C.A.F.,2 Rue des Fontaines 49330 Châteauneuf-sur-Sarthe,,https://demarchesadministratives.fr/caf-allocations-familiales/chateauneuf-sur-sarthe-49330,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49350,49,Maine-et-Loire,Cybercentre des Rosiers-sur-Loire,Place Général Leclerc 49160 Longué,,http://www.bibliotheques.agglo-saumur.fr/index.php?option=com_content&view=article&id=2898:cybercentres-loire-longue&catid=114:cybercentres&Itemid=164,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49380,49,Maine-et-Loire,Centre Socioculturel des Coteaux du Layon,Le Bourg (Thouarcé) 49380 Bellevigne-en-Layon,02 41 54 06 44,http://centresocial-coteauxdulayon.fr/,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
49390,49,Maine-et-Loire,"Club d'Initiation et de Perfectionnement en informatique
",Place de la Mairie 49390 Vernantes,,http://www.vernantes.fr/associations/autres-associations/item/club-d-initiation-et-de-perfectionnement-en-informatique?category_id=9,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49390,49,Maine-et-Loire,Cyberpoint de Vernantes,28  rue Jalesnes 49390 Vernantes,,http://www.vernantes.fr/associations/item/cyberpoint-de-vernantes,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49400,49,Maine-et-Loire,Cybercentre de la Région de Nozay,16 Route de Nort Sur Erdre 44170 Nozay,,https://www.cc-nozay.fr/cybercentre/,,,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au",,,,,,,
49400,49,Maine-et-Loire,SCOOPE,325 Rue Robert Amy 49400 Saumur,,www.association-scoope.fr,,scoope2.0@association-scoope.fr,"Prise en main du matériel
Prise en main des logiciels de base
Prise en main des logiciels de base
Premiers pas sur internet
Démarches administratives en ligne
Approfondissement logiciels
Approfondissement internet
Culture numérique
","PrMa
PrLo
PrIn
DeAd
ApLo
ApIn
CuNu","Formations collectives
Formations individuelles
Initiations
Accompagnements collectifs
Accompagnements individuels
Autonomie","FoCo
FoIn
In
AcCo
AcIn
Au","Gratuit-Payant à coût solidaire
","G
CondP",Jeunes-adultes-Personnesâgées-Famille/enfant,Tp,,,
49400,49,Maine-et-Loire,MJC SAUMUR,Place de Verdun 49400 Saumur,,,,,"
Démarches administratives en ligne
Conseils","DeAd
Co","Initiations
Accompagnements individuels
Autonomie","In
AcIn
Au",,,,,,,
