,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo
72130,72,Sarthe,Maison De Services Au Public,2 Rue De L'abbé Lelièvre Fresnay-Sur-Sarthe,02 43 33 33 99,Http://Www.Cchautesarthealpesmancelles.Fr/Sante-Et-Social/La-Maison-De-Service-Au-Public/,NR,Claudine.Carlier@Cchautesarthealpesmancelles.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72130,72,Sarthe,Point Information Jeunesse Du Pays Fresnois,4 Rue Bassum Fresnay-Sur-Sarthe,02 43 34 82 47,Https://Www.Infos-Jeunes.Fr/Carte-Du-Reseau-Information-Jeunesse/Point-Information-Jeunesse-Fresnay-Sur-Sarthe,NR,Pij@Cchautesarthealpesmancelles.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72140,72,Sarthe,Cybercentre /Réseau Cyber-Base du Maine Normand,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,02 43 20 36 07,https://www.sille-le-guillaume.fr/contacts/cybercentre/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,
72140,72,Sarthe,Espace Emploi,30 Rue Du Docteur Touchard Sille-Le-Guillaume,02 43 20 36 07,Https://Www.4cps.Fr/A-Votre-Service/Espaces-Numeriques/,NR,Espace.Emploi@4cps.Org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72140,72,Sarthe,Espace Numérique De Sillé Le Guillaume,30 Rue Du Docteur Touchard Sille-Le-Guillaume,02 43 20 36 07,Https://Www.4cps.Fr/A-Votre-Service/Espaces-Numeriques/,NR,Cybercentre.Sille@4cps.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72150,72,Sarthe,Centre social Belleville,2 Rue de Belleville 72150 Le Grand-Lucé,02 43 40 92 76,http://www.centresocial-legrandluce.fr/,Monsieur Yohan Ragaigne,centresocial.legrandluce@wanadoo.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,
72150,72,Sarthe,Centre Social Rural,2 Rue De Belleville 72150 Le Grand-Luce,06 29 71 23 35,Http://Www.Centresocial-Legrandluce.Fr/,NR,Centresocial.Legrandluce@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72150,72,Sarthe,Maison De Services Au Public,2 Rue De Belleville Le Grand-Luce,06 29 71 23 35,Http://Www.Centresocial-Legrandluce.Fr/,NR,Centresocial.Legrandluce@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72160,72,Sarthe,Cyber Espace De Tuffé,2 Rue Verte 72160 Tuffe ,02 43 71 86 20,Http://Www.Lalaverie.Org/Spip3.1/Spip.Php?Rubrique4,NR,Contact@Lalaverie.Org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72160,72,Sarthe,Cyber-base Tuffé,4 Passage de la Gare 72160 Tuffé Val de la Chéronne,02 43 71 86 20,http://www.tuffe.fr/cyberbase,NR,cybertuffe@lalaverie.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,
72160,72,Sarthe,Cyberbase De Connerré,1 Rue De L'abreuvoir 72160 Connerre,02 43 82 45 22,Http://Www.Cc-Gesnoisbilurien.Fr/Index.Php/Loisirs-Tourisme/Espaces-Numeriques,NR,Cyberbase@Cc-Brieresgesnois.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72160,72,Sarthe,Espace Numérique,Rue De La Mairie Tuffe Val-De-Cheronne,02 43 93 47 21,Http://Www.Tuffe.Fr/,NR,Tuffe.Mairie@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72160,72,Sarthe,Espace Public Numérique,1 Rue de l'Abreuvoir 72160 Connerré,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques,NR,cyberbase@cc-brieresgesnois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,
72160,72,Sarthe,Espace Public Numérique,48  rue de Paris 72160 Connerré,02 43 82 45 22,https://www.cc-gesnoisbilurien.fr/culture-loisirs/espaces-publics-numeriques/,NC,cyberbase@cc-gesnoisbilurien.fr,Prise en main du matérielPrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement internet,PrMa-PrLo-PrIn-DeAd--ApIn,InitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,In-AcCo-Au-AcIn,GratuitPayant,G-P-,Tous publics,Tp,Non,16/10/2020,
72170,72,Sarthe,Centre Social Georges Rouault,21 Avenue De La Division Leclerc 72170 Beaumont-Sur-Sarthe,02 43 97 50 70,http://www.beaumontsursarthe.com/index.php/2-non-categorise/65-centre-social,NR,Centre.Georges.Rouault@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72170,72,Sarthe,Espace De Coworking Village Factory,13 Place de la Libération 72170 Beaumont-sur-Sarthe,02 22 51 17 92,http://annuaire.mediation-numerique.fr/epn_2718.html,CARLIER Claudine,ccarlier@cyber-base.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,
72170,72,Sarthe,Espace Numérique,8 Rue Pierreuse 72170 Segrie,02 43 97 07 33,NR,NR,Mairie.Segrie@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72190,72,Sarthe,Mairie,Square Weyhe 72190 Coulaines,02 43 74 35 35,Http://Www.Coulaines.Fr/,NR,,Démarches administratives en ligneConseils,DeAd-Co,Accompagnements individuelsAutonomie,AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72190,72,Sarthe,Mission Locale Nord,4 Place De L'europe 72190 Coulaines,02 43 84 16 60,https://www.coulaines.fr/contacts/mission-locale/,NR,Pas De Contact Mail,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72200,72,Sarthe,Espace De Coworking,1 Rue Nicolas Appert 72200 La Fleche,02 43 48 66 11,Http://Www.Cogito-Lafleche.Com,NR,Contact@Cogito-Lafleche.Com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72200,72,Sarthe,Espace Multimédia,2 rue Nicolas Appert - 72200 La Flèche,06 85 03 92 86,https://www.paysflechois.fr/sports-et-loisirs/espace-multimedia/,FORGEARD Cédric,c.forgeard@cc-paysflechois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit,G ,Adultes / seniors,Ad-S,Non,16/10/2020,
72200,72,Sarthe,Espace Multimédia Du Pays Flèchois,3 Rue Nicolas Appert 72200 La Fleche,02 43 45 59 82,Http://Www.Paysflechois.Fr/Sports-Et-Loisirs/Espace-Multimedia/,NR,Espace-Multimedia@Cc-Paysflechois.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72200,72,Sarthe,Espace Numérique,4 Rue Nationale 72200 Clermont-Creans,02 43 94 37 25,Http://Www.Clermont-Creans.Com/,NR,Mairie.Clermont-Creans@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72200,72,Sarthe,Mairie,2 Place De La Mairie 72200 Le Bailleul,02 43 45 82 78,https://lannuaire.service-public.fr/pays-de-la-loire/sarthe/mairie-72022-01,NR,Mairielebailleul@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72200,72,Sarthe,Point Information Jeunesse,48 Boulevard Gambetta 72200 La Flèche,02 43 45 68 55,https://www.infos-jeunes.fr/carte-du-reseau-information-jeunesse/point-information-jeunesse-la-fleche,NR,pij@cc-paysflechois.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,
72200,72,Sarthe,Sablé-sur-Sarthe MDE Sarthe Sud,3 Rue Nicolas Appert 72200 La Flèche,02 43 92 67 10,https://www.sablesursarthe.fr/la-ville/la-mairie/,NR,mde.sarthesud@orange.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,
72210,72,Sarthe,Communauté de communes du Val de Sarthe,27 rue du 11 novembre 72210 Val de Sarthe,02 43 83 51 12 ,https://www.val-de-sarthe.fr/,Marie Françoise DAVEAU,emploi.social@cc-valdesarthe.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Accès libre le matin du lundi au vendredi de 9 h 00 à 12 h 30 avec présence de deux techniciens pour l'accompagnement En dehors de ces horaires d'ouverture  RV nécessairePublic : de 16 à 65 ans plutôt en recherche d'emploi  formation  accès aux droits... ,CondP,Adultes / Familles,Af,Non,17/03/2020,
72210,72,Sarthe,Espace emploi Roëzé,27 rue du 11 novembre 72210 LA SUZE SUR SARTHE,02 43 83 51 12,https://www.val-de-sarthe.fr/economie-decouverte/service-emploi/,NR,emploi.social@cc-valdesarthe.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Habitants de la CC,CondP,Demandeurs d’emploi; salariés en activité; congé parental; intérim; employeurs,Tp,Non,,
72210,72,Sarthe,Service Emploi De La Communauté De Communes Du Val De Sarthe,27 Rue Du 11 Novembre 72210 La Suze-Sur-Sarthe,02 43 77 20 60,Http://Val-De-Sarthe.Fr/Public/Rubrique.Tpl?Id=7690,NR,Emploi.Accueil@Cc-Valdesarthe.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72220,72,Sarthe,Cybercentre Smiden,1 Rue Sainte Anne 72200 Ecommoy,02 44 71 85 01,Http://Www.Smiden.Fr/,NR,Contact@Smiden.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72220,72,Sarthe,Espace Emploi,2 Rue Sainte Anne 72000 Ecommoy,02 43 42 68 76,Http://Www.Cc-Berce-Belinois.Fr/,NR,Eref@Belinois,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72220,72,Sarthe,Espace Rural Emploi Formation,1 Rue Sainte-Anne 72220 Ecommoy,02 43 42 68 76,https://www.cc-berce-belinois.fr/de-26-ans-2,Mme Jean CREMEY (tout public),jean.cremey@belinois.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Si la personne réside ou travaille sur le territoire de l’Orée de Bercé-Belinois,CondP,Tout public jeunes de -14 ans (PIJ); demandeurs d’emploi ou entreprises,Tp,Non,,
72230,72,Sarthe,DEPAR (Demandeurs d'Emploi et Précaire d'Armage et ses environs),28 Avenue de la Paix 72230 Arnage,02 43 21 39 63,https://www.facebook.com/associationdepar/,NR,Depar@Wanadoo.Fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Payant à coût solidaire,CondP,Adultes,A,Non,05/02/2020,
72230,72,Sarthe,Espace Numérique,Place Du Gué Guecelard 72230 Arnage,02 43 47 07 47,Http://Www.Guecelard.Mairie72.Fr/,NR,Mairie.Guecelard.Accueil@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72240,72,Sarthe,Centre social Conlie,Allée Marie Louise Souty 72240 Conlie,02 43 52 11 50,https://www.facebook.com/CSMLSouty/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,
72240,72,Sarthe,Centre Social Rural Du Canton De Conlie,9 Allée Marie Louise Souty 72240 Conlie,02 43 52 11 50,Http://Www.4c-Conlie.Fr/Social-Centre-Social.Php,NR,Csconlie72@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72240,72,Sarthe,CyberCentre de Conlie,4 Rue de Gaucher 72240 Conlie,02 43 52 06 11,cybercentres.4cps.org,NR,cybercentre@4c-conlie.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,
72240,72,Sarthe,Cybercentre De Conlie,4 Rue De Gaucher 72240 Conlie,02 43 52 06 11,Http://Cyber.4c-Conlie.Fr/,NR,Cybercentre@4c-Conlie.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72250,72,Sarthe,Cybercentre Smiden,1 Rue Des Ecoles 72250 Parigne-L'eveque,02 43 40 15 15,Http://Www.Smiden.Fr/,NR,Contact@Smiden.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72250,72,Sarthe,SMiDeN & Cybercentre,Rue Des Ecoles 72250 Parigné-l'Évêque,02 43 40 15 15,http://www.smiden.fr/site/?fbclid=IwAR1iEQzRVc3luyNOVWRKWleggSFgzCkOSHY6Ej1Uokl2BJCpahbnqyAiIUw,NR,mailto:contact@smiden.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,Tout public,Tp,Non,,
72260,72,Sarthe,Cascade Marolles Les Braults Caf,15 Place De L'eglise 72260 Marolles-Les-Braults,02 43 97 37 88,Http://Www.Marolles-Les-Braults.Fr/Cascade/,NR,Cascade.Marolles@Orange.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72260,72,Sarthe,Cyberbase Du Pays Marollais,7 Place Henri Coutard 72260 Marolles-Les-Braults,02 43 33 50 23,Http://Cc-Pays-Marollais.Com/Informations-Sur/Nos-Actions/Culture-Tourisme-Communication/Cyber-Base/,NR,Cyberbase@Cc-Pays-Marollais.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72260,72,Sarthe,EPN Maine Saosnois - Antenne Marolles,Antenne de Bonnétable 8 rue Mazagran 72110 Bonnétable,02 43 33 50 23 ,www.mainesaosnois.fr/culture/espace-numerique,Emmanuel Collet,cyber.marolles@mainesaonois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Accès GratuitAtelier collectif 1€,G-CondP,Tous publics,Tp,Non,17/03/2020,
72260,72,Sarthe,Espace Public Numérique,7 Place Henri Coutard 72260 Marolles-les-Braults,02.43.33.50.24,http://www.cc-pays-marollais.com/cyber-base/,NR,cyber.marolles@mainesaosnois.fr,Utilisez et apprenez l’informatique dans un espace public numérique. Débutant ou initié; vous souhaitez découvrir Internet et les outils multimédia; bénéficier d’un accompagnement pour mener à bien vos démarches ou vos recherches; un animateur saura répon,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,Tarifs 2019 :Abonnement (accès libre aux outils) GratuitImpression : 10 cts noir et blanc ; 50 cts couleur; 5cts le CVAtelier collectif : 1€Atelier individuel : 2€Accompagnement : 1er quart d’heure gratuite puis 2€ le suivantAccompagnement démarches adm,CondP-G,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,
72260,72,Sarthe,Le bureau de poste,4 BIS Rue du Général de Gaulle 72260 Marolles-les-Braults,02 43 97 40 62,https://www.laposte.fr/particulier/outils/trouver-un-bureau-de-poste/bureau-detail/marolles-les-braults-bp/13705A,NR,NR,Démarches administratives en ligne,DeAd,Autonomie,Au,NR,NR,NR,NR,Non,,
72270,72,Sarthe,cyber centre du Pays Malicornais,24 bis rue Victor Hugo 72210 Val de Sarthe,02 43 48 07 10,http://annuaire.mediation-numerique.fr/epn_58.html,http://sarthe-sud.cyber-base.org/,cmillion@cyber-base.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,
72290,72,Sarthe,Centre Social L'escale,Rue Pierre Mendès France (Ballon) 72290 Ballon-Saint Mars,02 43 27 36 77,http://www.maisondesprojets.fr/site/,NR,accueil.maisondesprojets@gmail.com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,
72290,72,Sarthe,Maison de services au public,20 Rue Paul Ilias  72290 Ballon-Saint Mars,02 43 27 30 93,https://www.labanquepostale.fr/particulier/mbp/banque_au_quotidien.aide.html,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,
72290,72,Sarthe,Maison Des Projets,Espace François Mitterrand 72290 Ballon Saint-Mars,02 43 27 36 77,Http://Maisondesprojets.Fr/Site/,NR,Accueil.Maisondesprojets@Gmail.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72300,72,Sarthe,Cybercentre,Place Raphaël Elize 72300 Sablé-sur-Sarthe,02 43 62 02 27,https://www.parcoursnumeriques.net/annuaire/cybercentreern-de-sable-sur-sarthe,,cybercentre@proxiland.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Gratuit-Payant-Payant à coût solidaire,G-P-CondP,Tous publics,Tp,Non,,
72300,72,Sarthe,Espace Numérique,25 Rue Du Maine 72300 La Chapelle-D'aligne,02 43 45 51 67,http://lachapelledaligne.com/,NR,mairie@lachapelledaligne.com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72310,72,Sarthe,La Poste Agence Communale,Espace François Mitterrand Ballon Saint-Mars,02 43 35 30 29,https://www.vos-demarches.com/bourgogne-franche-comte/sarthe-72/mairie-de-besse-sur-braye-72310  16890.html,NR,,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,
72330,72,Sarthe,EPN,1 Place Marin Mersenne Oize,02 43 87 81 62,https://www.paysflechois.fr/oize/,NR,mairie.oize.72@wanadoo.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72340,72,Sarthe,Centre social Les Trèfles,36 Rue Gervais Chevallier 72340 La Chartre-sur-le-Loir,02 43 44 40 97,http://www.lachartresurleloir.fr/wa_files/PLAQUETTE_20CENTRE_20SOCIAL_20JANVIER_202013.pdf,Chantal GUILLERM,contact@centresocial-lestrefles.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Habitants de la commune,G-P-CondP,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,
72340,72,Sarthe,Maison de services au public,Place de l'Hotel de Ville 72340 La Chartre-sur-le-Loir,02 43 44 41 56,https://www.maisondeservicesaupublic.fr/content/la-chartre-sur-le-loir-bureau-de-poste,NR,msap.la-chartre-sur-le-loir@laposte.fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,NR,,
72350,72,Sarthe,MSAP ,Place Albert Liebault 72350 Brûlon,02 43 95 51 78,http://www.mairie-brulon.fr/-Maison-de-services-au-public-Msap-,Myriam BRIOT,msap.brulon@orange.fr,Démarches administratives en ligneConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
72400,72,Sarthe,Cybercentre de La Ferté Bernard,3 Rue du Moulin Tan 72400 La Ferté-Bernard,02 43 93 48 61,https://www.lalaverie.org/spip3.1/spip.php?rubrique1,NR,jurullier@cyber-base.org,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,
