,departement,dep_nom,Nom lieu,Adresse postale,Numero de téléphone,Site Web,Nom Prenom du référent,Mail contact,Activites proposees,Activites-codes,Initions et/ou formations proposées,Formations-codes,Conditions d'acces,acces-codes,Public,publics-codes,APTIC,Date de mise a jour,URL illustration / Logo,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
72000,72,Sarthe,Argos Conseils Et Formations,6 Avenue Pierre Mendes France 72000 Le Mans,02 43 86 61 14,Https://Argosconseils.Fr/,NR,Maiwenn.Thourault@Argosconseils.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.006598,0.199667,6 Avenue Pierre Mendès France 72000 Le Mans,0.97,housenumber,72181_4223_00006,6,Avenue Pierre Mendès France,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Association Avf,94 Bis Rue Nationale 72000 Le Mans,02 43 24 94 73,Http://Www.Avf.Asso.Fr/Fr/Le-Mans,NR,Avf72lemans@Gmail.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.998246,0.200365,94 bis Rue Nationale 72000 Le Mans,0.98,housenumber,72181_3745_00094_bis,94 bis,Rue Nationale,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Bureaux Services,TechnopôLe De L'université 3 Avenue René Laënnec 72000 Le Mans,02 43 39 91 39,Http://Www.Bureaux-Services.Com,NR,Info@Bureaux-Services.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.018783,0.161393,3 Avenue René Laennec 72000 Le Mans,0.57,housenumber,72181_4582_00003,3,Avenue René Laennec,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Centre Social Des Cochereaux,4 Rue Des Cochereaux 72000 Le Mans,02 43 39 15 00,Http://Www.Lescochereaux.Umcs-Lemans.Com/Accueil-Les-Cochereaux1.Html,NR,Cs.Cochereaux@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.012415,0.187138,4 Rue des Cochereaux 72000 Le Mans,0.98,housenumber,72181_1340_00004,4,Rue des Cochereaux,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Espace Public Numérique Mpt Jean Moulin,23 Rue Robert Collet Le Mans,02 43 47 48 64,Http://Www.Lemans.Fr/,NR,Jmoulin@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.975564,0.220783,23 Rue Robert Collet 72100 Le Mans,0.97,housenumber,72181_4691_00023,23,Rue Robert Collet,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Hangar Crealab,43 Rue D'alger Le Mans,NR,Www.Hangarcrealab.Fr,NR,Hangarcrealab@Gmail.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.001866,0.193392,43 Rue d'Alger 72000 Le Mans,0.98,housenumber,72181_0145_00043,43,Rue d'Alger,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,La Grande Maison Centre Social Simone Veil,34 Avenue De La Libération Le Mans,02 43 24 70 24,Http://Www.Lagrandemaison-Simoneveil.Umcs-Lemans.Com/Accueil-La-Grande-Maison1.Html,NR,Lgmcsveil@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.005792,0.188614,34 Avenue de la Libération 72000 Le Mans,0.98,housenumber,72181_3165_00034,34,Avenue de la Libération,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,La Tribu Coworking,10 Rue Du Docteur Leroy Le Mans,02 72 88 34 88,Http://Www.Latribucw.Fr/,NR,Latribucw@Gmail.Com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.003062,0.195891,10 Rue du Docteur Leroy 72000 Le Mans,0.98,housenumber,72181_1685_00010,10,Rue du Docteur Leroy,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Le Mans Créapolis,8 Avenue René Laënnec Le Mans,02 43 39 25 90,Http://Www.Lemans-Creapolis.Com/,NR,Contact@Lemans-Creapolis.Com,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.019077,0.161226,8 Avenue René Laennec 72000 Le Mans,0.97,housenumber,72181_4582_00008,8,Avenue René Laennec,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72000,72,Sarthe,Regus,Place Du 8 Mai 1945 Quartier D'affaires Novaxis Le Mans,02 44 21 21 00,Https://Www.Regus.Fr/Office-Space/France/Le-Mans/Le-Mans-Gare-Sncf-Regus-Express,NR,NR,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.996009,0.191689,Place du 8-mai-1945 72000 Le Mans,0.49,street,72181_2732,,Place du 8-mai-1945,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Association L'arbre,2 Rue De Pologne 72000 Le Mans,02 43 41 44 79,Https://Www.Facebook.Com/Larbrelieudaccueil/,NR,Assoclarbre@Orange.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.992162,0.233893,2 Rue de Pologne 72100 Le Mans,0.85,housenumber,72181_4292_00002,2,Rue de Pologne,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Azimconsulting,19 Boulevard Marie et Alexandre Oyon 72100 Le Mans,06 09 98 19 89,https://www.azimconsulting.com/,NR,NR,"""Démarches administratives en lignePremiers pas internetConseils""	DeAd-PrIn-Co	""InitiationsAccompagnements individuelsAutonomie""	In-AcIn-Au	""GratuitConditions particulières""	G-CondP	Tous publics	Tp	Non",DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,NR,NR,,,47.99492,0.188761,19 Bd Marie et Alexandre Oyon 72100 Le Mans,0.81,housenumber,72181_0135_00019,19,Bd Marie et Alexandre Oyon,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Centre culturel L' Espal,15 Place De L'eglise 72260 Marolles-Les-Braults,02 20 43 20 50,https://www.quinconces-espal.com/les-quinconces-lespal,NR,emmanuelle.travers@quinconces-espal.com,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,,,48.251931,0.313491,15 Place de l'Eglise 72260 Marolles-les-Braults,0.95,housenumber,72189_0340_00015,15,Place de l'Eglise,,72260,Marolles-les-Braults,"72, Sarthe, Pays de la Loire",72189,72189,Marolles-les-Braults,
72100,72,Sarthe,Centre D'information Jeunesse,13 Rue De L'etoile 72000 Le Mans,02 43 47 38 50,Http://Www.Lemans.Fr/Jeunesse/La-Jeunesse/,NR,Jeunesse.Cij@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,JeunesDemandeurs emploi,J-De,Non,,,48.005517,0.199421,13 Rue de l'Etoile 72000 Le Mans,0.97,housenumber,72181_1935_00013,13,Rue de l'Etoile,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Centre Social Des Quartiers Sud,20 Bd Des Glonnières 72000 Le Mans,02 43 50 17 90,Http://Csqs.Umcs-Lemans.Com/Accueil-Quartiers-Sud1.Html,NR,Csqs@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.971409,0.212528,20 Boulevard des Glonnières 72100 Le Mans,0.7,housenumber,72181_2420_00020,20,Boulevard des Glonnières,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Espace Jeunesse Sablons,6 Rue Du Cantal Le Mans,06 16 34 78 85,Http://Www.Lemans.Fr/,NR,Marion.Leroy@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.993969,0.221114,6 Rue du Cantal 72100 Le Mans,0.97,housenumber,72181_0947_00006,6,Rue du Cantal,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,La Casquette,3 Avenue De Madrid Le Mans,06 16 34 78 84,Http://Www.Lemans.Fr/,NR,Marion.Leroy@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.018845,0.210219,3 Avenue de Madrid 72000 Le Mans,0.97,housenumber,72181_3311_00003,3,Avenue de Madrid,,72000,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,La Ruche Numérique,19 Boulevard Marie Et Alexandre Oyon Le Mans,02 43 21 00 01,Http://Www.Laruchenumerique.Com/,NR,Contact@Laruchenumerique.Fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.99492,0.188761,19 Bd Marie et Alexandre Oyon 72100 Le Mans,0.79,housenumber,72181_0135_00019,19,Bd Marie et Alexandre Oyon,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Le Kaleidoscope Centre Social Des Sablons,9 Rue Du Cantal Le Mans,02 43 84 60 66,NR,NR,Kaleidoscope.Accueil@Lemans.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.991603,0.22171,9 Rue du Cantal 72100 Le Mans,0.97,housenumber,72181_0947_00009,9,Rue du Cantal,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Le Mans Innovation,57 Boulevard Demorieux Le Mans,02 43 47 39 92,Https://Www.Lemansinnovation.Fr/,NR,Lemansinnovation@Lemans.Fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,47.993797,0.185292,57 Boulevard Demorieux 72100 Le Mans,0.98,housenumber,72181_1590_00057,57,Boulevard Demorieux,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Maison De L'emploi Et De La Formation Et Mission Locale De L'agglomération Mancelle,39 Rue De L'esterel Le Mans,02 43 84 90 92,NR,NR,Contact@Mlmans.Info,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.995402,0.233805,39 Rue de l'Estérel 72100 Le Mans,0.98,housenumber,72181_1917_00039,39,Rue de l'Estérel,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Maison de l'Emploi et de la Formation Le Mans Métropole Pays du Mans,Place des Sablons 72100 Le Mans,02 43 84 90 92,https://www.cchautesarthealpesmancelles.fr/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.991516,0.223708,Place des Sablons 72100 Le Mans,0.97,street,72181_4839,,Place des Sablons,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Mission Locale de l'Agglomération Mancelle,5 BIS Boulevard Winston Churchill 72100 Le Mans (é),02 43 84 16 60,https://www.gralon.net/mairies-france/sarthe/service-mission-locale-de-l-agglomeration-mancelle-le-mans_12192.htm#,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,NR,,,47.986427,0.209511,5 bis Boulevard Winston Churchill 72100 Le Mans,0.92,housenumber,72181_5542_00005_bis,5 bis,Boulevard Winston Churchill,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Mjc Des Roncerays,49 Boulevard De La Fresnellerie Le Mans,02 43 72 52 22,Http://Www.Lemans.Fr/,NR,Info@Mjc-Ronceray.Org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.969554,0.209314,49 Boulevard de la Fresnellerie 72100 Le Mans,0.98,housenumber,72181_2195_00049,49,Boulevard de la Fresnellerie,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72100,72,Sarthe,Relais72 Interculturel,6 Rue D'espagne Le Mans,06 41 44 57 55,Http://Association-Contacts72loisirs.Fr/Relais72-Interculturel,NR,Relais72interculturel@Yahoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.995077,0.227444,6 Rue d'Espagne 72100 Le Mans,0.97,housenumber,72181_1912_00006,6,Rue d'Espagne,,72100,Le Mans,"72, Sarthe, Pays de la Loire",72181,,,
72110,72,Sarthe,Cyber-base Maine 301,8 Rue Mazagran 72110 Bonnétable,NR,https://www.mainesaosnois.fr/culture/espace-numerique/public/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,NR,NR,,48.173676,0.427999,8 Rue Mazagran 72110 Bonnétable,0.95,housenumber,72039_0900_00008,8,Rue Mazagran,,72110,Bonnétable,"72, Sarthe, Pays de la Loire",72039,,,
72110,72,Sarthe,Cyberbase Espace Maine 301 Centre Intercommunal Mazagran,8 Rue Mazagran 72110 Bonnetable,02 43 52 01 33,Https://Cdec-Maine301.Jimdo.Com/Espace-Num├⌐Rique/,NR,Cyberbase@Cdec-Maine.301.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.173676,0.427999,8 Rue Mazagran 72110 Bonnétable,0.95,housenumber,72039_0900_00008,8,Rue Mazagran,,72110,Bonnétable,"72, Sarthe, Pays de la Loire",72039,,,
72110,72,Sarthe,EPN Maine Saosnois - Antenne Bonnétable,Antenne de 72110 Bonnétable  8 rue Mazagran 72110 Bonnétable,02 43 52 01 33 ,www.mainesaosnois.fr/culture/espace-numerique,Julien RICHARD,cyber.bonnetable@mainesaonois.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,Accès gratuitAtelier collectif 1€,G-CondP,Tous publics,Tp,Non,17/03/2020,,48.173676,0.427999,8 Rue Mazagran 72110 Bonnétable,0.52,housenumber,72039_0900_00008,8,Rue Mazagran,,72110,Bonnétable,"72, Sarthe, Pays de la Loire",72039,,,
72110,72,Sarthe,Espace Numérique,Le Bourg Courcival,02 43 29 77 32,NR,NR,Mairie.Courcival72@Outlook.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,Tous publics,Tp,Non,,,48.245586,0.400085,Les Deux Jours 72110 Courcival,0.41,locality,72102_b116,,Les Deux Jours,,72110,Courcival,"72, Sarthe, Pays de la Loire",72102,,,
72120,72,Sarthe,Espace Emploi Formation St Calais,17 Rue Fernand Poignant 72120 Saint-Calais,02 43 63 00 78,http://www.cyber-base.org/,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,47.919011,0.739845,17 Rue Fernand Poignant 72120 Saint-Calais,0.96,housenumber,72269_0653_00017,17,Rue Fernand Poignant,,72120,Saint-Calais,"72, Sarthe, Pays de la Loire",72269,,,
72130,72,Sarthe,Centre Social L'escale,4 Rue Bassum 72130 Fresnay-Sur-Sarthe,02 43 34 82 47,http://www.association-escale.com/,NR,Accueil@Centresocial-Escale.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.28131,0.01832,4 Place de Bassum 72130 Fresnay-sur-Sarthe,0.72,housenumber,72138_0206_00004,4,Place de Bassum,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72130,72,Sarthe,Cyber-base des Alpes Mancelles,Place Bassum 72130 Fresnay-sur-Sarthe,02 43 34 45 13,http://www.cyber-base.org/,NR,cyberbase@ccalpesmancelles.fr,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuels,FoCo-FoIn-In-AcCo-AcIn,NR,NR,Jeunes-Adultes-Personnes âgées-Famille/enfant,Tp,Non,,,48.281629,0.018921,Place de Bassum 72130 Fresnay-sur-Sarthe,0.88,street,72138_0206,,Place de Bassum,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72130,72,Sarthe,Déclic Pays Fresnois,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,02 43 34 34 59,https://www.horaires-douverture.fr/cyber-base-declic-pays-fresnois-fresnay-sur-sarthe,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,Non,,,48.283847,0.023492,2 Rue de l'Abbé Lelièvre 72130 Fresnay-sur-Sarthe,0.96,housenumber,72138_0020_00002,2,Rue de l'Abbé Lelièvre,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72130,72,Sarthe,Haute Sarthe Alpes Mancelles,2 Rue de l'Abbé Lelievre 72130 Fresnay-sur-Sarthe,02 43 33 33 99,NR,NR,NR,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,48.283847,0.023492,2 Rue de l'Abbé Lelièvre 72130 Fresnay-sur-Sarthe,0.96,housenumber,72138_0020_00002,2,Rue de l'Abbé Lelièvre,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72130,72,Sarthe,Maison De Services Au Public,2 Rue De L'abbé Lelièvre Fresnay-Sur-Sarthe,02 43 33 33 99,Http://Www.Cchautesarthealpesmancelles.Fr/Sante-Et-Social/La-Maison-De-Service-Au-Public/,NR,Claudine.Carlier@Cchautesarthealpesmancelles.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.283847,0.023492,2 Rue de l'Abbé Lelièvre 72130 Fresnay-sur-Sarthe,0.96,housenumber,72138_0020_00002,2,Rue de l'Abbé Lelièvre,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72130,72,Sarthe,Point Information Jeunesse Du Pays Fresnois,4 Rue Bassum Fresnay-Sur-Sarthe,02 43 34 82 47,Https://Www.Infos-Jeunes.Fr/Carte-Du-Reseau-Information-Jeunesse/Point-Information-Jeunesse-Fresnay-Sur-Sarthe,NR,Pij@Cchautesarthealpesmancelles.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.28131,0.01832,4 Place de Bassum 72130 Fresnay-sur-Sarthe,0.69,housenumber,72138_0206_00004,4,Place de Bassum,,72130,Fresnay-sur-Sarthe,"72, Sarthe, Pays de la Loire",72138,72138,Fresnay-sur-Sarthe,
72140,72,Sarthe,Cybercentre /Réseau Cyber-Base du Maine Normand,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,02 43 20 36 07,https://www.sille-le-guillaume.fr/contacts/cybercentre/,NR,NR,Prise en main du matérielPrise en main des logiciels de basePrise en main des logiciels de basePremiers pas sur internetDémarches administratives en ligneApprofondissement logicielsApprofondissement internetCulture numérique,PrMa-PrLo-PrIn-DeAd-ApLo-ApIn-CuNu,Formations collectivesFormations individuellesInitiationsAccompagnements collectifsAccompagnements individuelsAutonomie,FoCo-FoIn-In-AcCo-AcIn-Au,NR,NR,NR,NR,Non,,,48.182868,-0.126363,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,0.96,housenumber,72334_0360_00030,30,Rue du Docteur Touchard,,72140,Sillé-le-Guillaume,"72, Sarthe, Pays de la Loire",72334,,,
72140,72,Sarthe,Espace Emploi,30 Rue Du Docteur Touchard Sille-Le-Guillaume,02 43 20 36 07,Https://Www.4cps.Fr/A-Votre-Service/Espaces-Numeriques/,NR,Espace.Emploi@4cps.Org,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.182868,-0.126363,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,0.96,housenumber,72334_0360_00030,30,Rue du Docteur Touchard,,72140,Sillé-le-Guillaume,"72, Sarthe, Pays de la Loire",72334,,,
72140,72,Sarthe,Espace Numérique De Sillé Le Guillaume,30 Rue Du Docteur Touchard Sille-Le-Guillaume,02 43 20 36 07,Https://Www.4cps.Fr/A-Votre-Service/Espaces-Numeriques/,NR,Cybercentre.Sille@4cps.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,48.182868,-0.126363,30 Rue du Docteur Touchard 72140 Sillé-le-Guillaume,0.96,housenumber,72334_0360_00030,30,Rue du Docteur Touchard,,72140,Sillé-le-Guillaume,"72, Sarthe, Pays de la Loire",72334,,,
72150,72,Sarthe,Centre social Belleville,2 Rue de Belleville 72150 Le Grand-Lucé,02 43 40 92 76,http://www.centresocial-legrandluce.fr/,Monsieur Yohan Ragaigne,centresocial.legrandluce@wanadoo.fr,Démarches administratives en ligneConseils,DeAd-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,NR,NR,NR,NR,Non,,,47.86691,0.461265,2 Rue de Belleville 72150 Le Grand-Lucé,0.95,housenumber,72143_0085_00002,2,Rue de Belleville,,72150,Le Grand-Lucé,"72, Sarthe, Pays de la Loire",72143,,,
72150,72,Sarthe,Centre Social Rural,2 Rue De Belleville 72150 Le Grand-Luce,06 29 71 23 35,Http://Www.Centresocial-Legrandluce.Fr/,NR,Centresocial.Legrandluce@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.86691,0.461265,2 Rue de Belleville 72150 Le Grand-Lucé,0.95,housenumber,72143_0085_00002,2,Rue de Belleville,,72150,Le Grand-Lucé,"72, Sarthe, Pays de la Loire",72143,,,
72150,72,Sarthe,Maison De Services Au Public,2 Rue De Belleville Le Grand-Luce,06 29 71 23 35,Http://Www.Centresocial-Legrandluce.Fr/,NR,Centresocial.Legrandluce@Wanadoo.Fr,Démarches administratives en lignePremiers pas internetConseils,DeAd-PrIn-Co,InitiationsAccompagnements individuelsAutonomie,In-AcIn-Au,GratuitConditions particulières,G-CondP,AfJDeS,Af-J-De-S,Non,,,47.86691,0.461265,2 Rue de Belleville 72150 Le Grand-Lucé,0.95,housenumber,72143_0085_00002,2,Rue de Belleville,,72150,Le Grand-Lucé,"72, Sarthe, Pays de la Loire",72143,,,
